id,name,url,pictureURL,first_tag,second_tag,top_five_tags
189,Bright Eyes,http://www.last.fm/music/Bright+Eyes,http://userserve-ak.last.fm/serve/252/26273.jpg,81,292,indie folk acoustic singer-songwriter indie rock
190,Beirut,http://www.last.fm/music/Beirut,http://userserve-ak.last.fm/serve/252/51274303.png,292,81,folk indie singer-songwriter indie folk mellow
191,Tom Waits,http://www.last.fm/music/Tom+Waits,http://userserve-ak.last.fm/serve/252/207221.jpg,823,73,blues rock experimental singer-songwriter folk
192,System of a Down,http://www.last.fm/music/System+of+a+Down,http://userserve-ak.last.fm/serve/252/363017.jpg,1,2,metal alternative metal rock nu metal alternative
193,Arcade Fire,http://www.last.fm/music/Arcade+Fire,http://userserve-ak.last.fm/serve/252/18697365.jpg,81,84,indie indie rock alternative rock canadian
194,Gogol Bordello,http://www.last.fm/music/Gogol+Bordello,http://userserve-ak.last.fm/serve/252/35336869.jpg,7019,181,gypsy punk punk summer alternative balkan
195,Ленинград,http://www.last.fm/music/%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,http://userserve-ak.last.fm/serve/252/61714693.jpg,265,8216,ska everythings illuminated soundtrack favorite
196,CAKE,http://www.last.fm/music/CAKE,http://userserve-ak.last.fm/serve/252/12825895.gif,78,79,alternative rock alternative indie 90s rock
197,Blur,http://www.last.fm/music/Blur,http://userserve-ak.last.fm/serve/252/269394.jpg,383,73,britpop rock alternative british indie
198,Damien Rice,http://www.last.fm/music/Damien+Rice,http://userserve-ak.last.fm/serve/252/292534.png,185,134,acoustic singer-songwriter indie folk male vocalists
199,Andrew Bird,http://www.last.fm/music/Andrew+Bird,http://userserve-ak.last.fm/serve/252/951.jpg,292,134,folk singer-songwriter indie mellow seen live
200,Beck,http://www.last.fm/music/Beck,http://userserve-ak.last.fm/serve/252/7497941.jpg,79,81,alternative indie rock singer-songwriter electronic
201,Arctic Monkeys,http://www.last.fm/music/Arctic+Monkeys,http://userserve-ak.last.fm/serve/252/33550647.jpg,84,81,indie rock indie british rock alternative
202,Babyshambles,http://www.last.fm/music/Babyshambles,http://userserve-ak.last.fm/serve/252/371350.jpg,84,81,indie rock indie british alternative britpop
203,My Chemical Romance,http://www.last.fm/music/My+Chemical+Romance,http://userserve-ak.last.fm/serve/252/411086.jpg,73,79,rock alternative punk rock emo punk
204,Bloc Party,http://www.last.fm/music/Bloc+Party,http://userserve-ak.last.fm/serve/252/780386.jpg,81,84,indie indie rock rock british alternative
205,The Decemberists,http://www.last.fm/music/The+Decemberists,http://userserve-ak.last.fm/serve/252/886900.jpg,292,81,folk indie alternative indie rock indie pop
206,Bob Dylan,http://www.last.fm/music/Bob+Dylan,http://userserve-ak.last.fm/serve/252/13979651.jpg,292,134,folk singer-songwriter classic rock 60s blues
207,Jacques Brel,http://www.last.fm/music/Jacques+Brel,http://userserve-ak.last.fm/serve/252/23711613.jpg,321,134,french singer-songwriter male vocalists cabaret
208,DeVotchKa,http://www.last.fm/music/DeVotchKa,http://userserve-ak.last.fm/serve/252/200510.jpg,33,73,experimental rock alternative folk indie
209,Jeff Buckley,http://www.last.fm/music/Jeff+Buckley,http://userserve-ak.last.fm/serve/252/49531.jpg,134,73,singer-songwriter rock alternative acoustic indie
210,Sparklehorse,http://www.last.fm/music/Sparklehorse,http://userserve-ak.last.fm/serve/252/43593291.png,81,84,indie indie rock folk winter experimental
211,Death Cab for Cutie,http://www.last.fm/music/Death+Cab+for+Cutie,http://userserve-ak.last.fm/serve/252/60010487.jpg,81,84,indie indie rock alternative rock alternative rock
212,Man Man,http://www.last.fm/music/Man+Man,http://userserve-ak.last.fm/serve/252/5366105.jpg,127,285,seen live awesome awesome-ness
213,M. Ward,http://www.last.fm/music/M.+Ward,http://userserve-ak.last.fm/serve/252/27105637.jpg,292,81,folk indie singer-songwriter alternative indie rock
214,Red Hot Chili Peppers,http://www.last.fm/music/Red+Hot+Chili+Peppers,http://userserve-ak.last.fm/serve/252/155038.jpg,73,78,rock alternative rock alternative funk 90s
215,Travis,http://www.last.fm/music/Travis,http://userserve-ak.last.fm/serve/252/137315.jpg,383,79,britpop alternative indie rock british
216,Modest Mouse,http://www.last.fm/music/Modest+Mouse,http://userserve-ak.last.fm/serve/252/886281.jpg,84,81,indie rock indie alternative rock alternative rock
217,Band of Horses,http://www.last.fm/music/Band+of+Horses,http://userserve-ak.last.fm/serve/252/299960.jpg,81,73,indie rock folk indie rock alternative
218,Yeong-wook Jo,http://www.last.fm/music/Yeong-wook+Jo,http://userserve-ak.last.fm/serve/252/33177663.jpg,0,0,
219,Interpol,http://www.last.fm/music/Interpol,http://userserve-ak.last.fm/serve/252/50656.jpg,81,79,indie alternative indie rock post-punk rock
220,Queens of the Stone Age,http://www.last.fm/music/Queens+of+the+Stone+Age,http://userserve-ak.last.fm/serve/252/270457.jpg,73,78,rock alternative rock alternative stoner rock hard rock
221,The Beatles,http://www.last.fm/music/The+Beatles,http://userserve-ak.last.fm/serve/252/2588646.jpg,192,73,classic rock rock british 60s pop
222,Kings of Leon,http://www.last.fm/music/Kings+of+Leon,http://userserve-ak.last.fm/serve/252/2739814.jpg,73,84,rock indie rock indie alternative southern rock
223,The Killers,http://www.last.fm/music/The+Killers,http://userserve-ak.last.fm/serve/252/250099.jpg,81,84,indie indie rock rock alternative alternative rock
224,Green Day,http://www.last.fm/music/Green+Day,http://userserve-ak.last.fm/serve/252/15291249.jpg,182,73,punk rock rock punk alternative pop punk
225,Devendra Banhart,http://www.last.fm/music/Devendra+Banhart,http://userserve-ak.last.fm/serve/252/22080795.jpg,81,134,indie singer-songwriter folk indie folk new weird america
226,Sunset Rubdown,http://www.last.fm/music/Sunset+Rubdown,http://userserve-ak.last.fm/serve/252/41876349.png,127,94,seen live winter canadian lo-fi songs ive obsessed over
227,Nine Inch Nails,http://www.last.fm/music/Nine+Inch+Nails,http://userserve-ak.last.fm/serve/252/29014025.jpg,61,73,industrial rock alternative electronic industrial rock
228,Nirvana,http://www.last.fm/music/Nirvana,http://userserve-ak.last.fm/serve/252/380269.jpg,170,79,grunge alternative rock alternative rock 90s
229,Eels,http://www.last.fm/music/Eels,http://userserve-ak.last.fm/serve/252/33367415.jpg,79,81,alternative indie rock singer-songwriter indie rock
230,Clap Your Hands Say Yeah,http://www.last.fm/music/Clap+Your+Hands+Say+Yeah,http://userserve-ak.last.fm/serve/252/765229.jpg,81,84,indie indie rock sunshine indie-ish indie luv
231,Thom Yorke,http://www.last.fm/music/Thom+Yorke,http://userserve-ak.last.fm/serve/252/29289641.jpg,18,79,electronic alternative experimental indie singer-songwriter
232,Massive Attack,http://www.last.fm/music/Massive+Attack,http://userserve-ak.last.fm/serve/252/41438057.jpg,21,18,trip-hop electronic chillout downtempo electronica
233,Keyshia Cole,http://www.last.fm/music/Keyshia+Cole,http://userserve-ak.last.fm/serve/252/61549437.png,167,102,rnb hip-hop keyshia cole female vocalists favorites
234,Racionais MC's,http://www.last.fm/music/Racionais+MC%27s,http://userserve-ak.last.fm/serve/252/3000654.jpg,304,0,hip hop
235,Toni Braxton,http://www.last.fm/music/Toni+Braxton,http://userserve-ak.last.fm/serve/252/46200685.png,167,130,rnb female vocalists soul pop 90s
236,Elo da Corrente,http://www.last.fm/music/Elo+da+Corrente,http://userserve-ak.last.fm/serve/252/54216039.jpg,0,0,
237,Teta Lando,http://www.last.fm/music/Teta+Lando,http://userserve-ak.last.fm/serve/252/57587349.jpg,117,118,kwasa semba angola world music
238,Flagelo Urbano,http://www.last.fm/music/Flagelo+Urbano,http://userserve-ak.last.fm/serve/252/57586835.jpg,100,101,hip hop under raptuga underground hip hp hip hop angolano luso hip hop
239,Bob Marley & The Wailers,http://www.last.fm/music/Bob%2BMarley%2B%2526%2BThe%2BWailers,http://userserve-ak.last.fm/serve/252/208159.jpg,311,729,reggae 70s ska roots reggae jamaican
240,Adriana Calcanhotto,http://www.last.fm/music/Adriana+Calcanhotto,http://userserve-ak.last.fm/serve/252/31094941.jpg,687,426,mpb brazilian female vocalists brasil singer-songwriter
241,Maxwell,http://www.last.fm/music/Maxwell,http://userserve-ak.last.fm/serve/252/47848615.png,167,619,rnb soul male vocalists urban neo-soul
242,Pharoahe Monch,http://www.last.fm/music/Pharoahe+Monch,http://userserve-ak.last.fm/serve/252/54010599.jpg,2207,3466,underground hip-hop phat lyricism witty solid
243,Common,http://www.last.fm/music/Common,http://userserve-ak.last.fm/serve/252/10623523.jpg,102,304,hip-hop hip hop rap mean 90s
244,Bob Marley,http://www.last.fm/music/Bob+Marley,http://userserve-ak.last.fm/serve/252/77849.jpg,311,729,reggae 70s jamaica ska roots reggae
245,Whitney Houston,http://www.last.fm/music/Whitney+Houston,http://userserve-ak.last.fm/serve/252/58879935.png,130,619,female vocalists soul rnb pop ballad
246,Tamia,http://www.last.fm/music/Tamia,http://userserve-ak.last.fm/serve/252/26185453.png,167,1434,rnb remix female vocalists 00s american
247,Bryan Adams,http://www.last.fm/music/Bryan+Adams,http://userserve-ak.last.fm/serve/252/40597201.png,73,25,rock 80s classic rock pop 90s
248,Lokua Kanza,http://www.last.fm/music/Lokua+Kanza,http://userserve-ak.last.fm/serve/252/2908571.jpg,0,0,
249,Nach,http://www.last.fm/music/Nach,http://userserve-ak.last.fm/serve/252/2510461.jpg,102,0,hip-hop
250,Kid Abelha,http://www.last.fm/music/Kid+Abelha,http://userserve-ak.last.fm/serve/252/61705261.jpg,426,24,brazilian pop mpb rock female vocalists
251,Mariah Carey,http://www.last.fm/music/Mariah+Carey,http://userserve-ak.last.fm/serve/252/4230813.jpg,167,24,rnb pop female vocalists soul 90s
252,Tina Turner,http://www.last.fm/music/Tina+Turner,http://userserve-ak.last.fm/serve/252/260723.jpg,24,130,pop female vocalists soul classic rock 80s
253,9th Wonder,http://www.last.fm/music/9th+Wonder,http://userserve-ak.last.fm/serve/252/5915045.jpg,102,103,hip-hop rap
254,Floetry,http://www.last.fm/music/Floetry,http://userserve-ak.last.fm/serve/252/7196965.jpg,619,195,soul british sexy mellow neo-soul
255,Marisa Monte,http://www.last.fm/music/Marisa+Monte,http://userserve-ak.last.fm/serve/252/20654981.jpg,687,426,mpb brazilian female vocalists brasil female vocalist
256,Mary J. Blige,http://www.last.fm/music/Mary+J.+Blige,http://userserve-ak.last.fm/serve/252/60234673.png,619,130,soul female vocalists rnb urban rap
257,Jill Scott,http://www.last.fm/music/Jill+Scott,http://userserve-ak.last.fm/serve/252/61389167.png,83,85,jazz funk soul jill scott soulful house
258,Sara Tavares,http://www.last.fm/music/Sara+Tavares,http://userserve-ak.last.fm/serve/252/44745251.png,130,619,female vocalists soul
259,Céline Dion,http://www.last.fm/music/C%C3%A9line+Dion,http://userserve-ak.last.fm/serve/252/47543179.png,130,24,female vocalists pop 90s ballad female vocalist
260,Erykah Badu,http://www.last.fm/music/Erykah+Badu,http://userserve-ak.last.fm/serve/252/44415509.jpg,619,167,soul rnb singer-songwriter american sexy
261,Nas,http://www.last.fm/music/Nas,http://userserve-ak.last.fm/serve/252/46358275.png,102,103,hip-hop rap east coast rap hip hop nas
262,Richard Marx,http://www.last.fm/music/Richard+Marx,http://userserve-ak.last.fm/serve/252/7905405.jpg,25,213,80s beautiful soft rock 90s pop
263,Dru Hill,http://www.last.fm/music/Dru+Hill,http://userserve-ak.last.fm/serve/252/52209529.png,2304,346,sweet 90s r and b top 40 rnb
264,Maria Bethânia,http://www.last.fm/music/Maria+Beth%C3%A2nia,http://userserve-ak.last.fm/serve/252/15719805.jpg,817,687,brasil mpb brazilian bossa nova remix
265,Mos Def,http://www.last.fm/music/Mos+Def,http://userserve-ak.last.fm/serve/252/28041091.jpg,102,103,hip-hop rap hip hop classic cool
266,Faith Evans,http://www.last.fm/music/Faith+Evans,http://userserve-ak.last.fm/serve/252/10418795.jpg,167,130,rnb female vocalists american ballad soul
267,Avant,http://www.last.fm/music/Avant,http://userserve-ak.last.fm/serve/252/135431.jpg,2736,167,nice rnb
268,Bob da Rage Sense,http://www.last.fm/music/Bob+da+Rage+Sense,http://userserve-ak.last.fm/serve/252/4355.jpg,0,0,
269,Angie Stone,http://www.last.fm/music/Angie+Stone,http://userserve-ak.last.fm/serve/252/5417218.jpg,49,134,female vocalist singer-songwriter piano soul neo-soul
270,Gang Starr,http://www.last.fm/music/Gang+Starr,http://userserve-ak.last.fm/serve/252/43178391.jpg,103,102,rap hip-hop hip hop black music 4 black ppl listened 2 by white hipsters banger
271,Papa Wemba,http://www.last.fm/music/Papa+Wemba,http://userserve-ak.last.fm/serve/252/307662.jpg,0,0,
272,2Pac,http://www.last.fm/music/2Pac,http://userserve-ak.last.fm/serve/252/17814269.jpg,102,103,hip-hop rap gangsta rap 90s smooth
273,Brandy,http://www.last.fm/music/Brandy,http://userserve-ak.last.fm/serve/252/61865299.png,167,130,rnb female vocalists 90s hip-hop soul
274,Sam the Kid,http://www.last.fm/music/Sam+the+Kid,http://userserve-ak.last.fm/serve/252/35581.jpg,0,0,
275,Dealema,http://www.last.fm/music/Dealema,http://userserve-ak.last.fm/serve/252/317653.jpg,0,0,
276,Boss AC,http://www.last.fm/music/Boss+AC,http://userserve-ak.last.fm/serve/252/46755589.jpg,0,0,
277,Ana Carolina,http://www.last.fm/music/Ana+Carolina,http://userserve-ak.last.fm/serve/252/48498003.jpg,687,426,mpb brazilian female vocalists brasil brazil
278,Dilated Peoples,http://www.last.fm/music/Dilated+Peoples,http://userserve-ak.last.fm/serve/252/47091215.png,2207,102,underground hip-hop hip-hop
279,Janet Jackson,http://www.last.fm/music/Janet+Jackson,http://userserve-ak.last.fm/serve/252/4245358.jpg,24,167,pop rnb female vocalists dance soul
280,Peter Tosh,http://www.last.fm/music/Peter+Tosh,http://userserve-ak.last.fm/serve/252/851498.jpg,311,1405,reggae marijuana rasta berep shows the love 80s
281,Monica,http://www.last.fm/music/Monica,http://userserve-ak.last.fm/serve/252/43749117.png,167,346,rnb 90s urban female vocalists soul
282,Rihanna,http://www.last.fm/music/Rihanna,http://userserve-ak.last.fm/serve/252/53023109.png,24,167,pop rnb dance female vocalists hip-hop
283,Britney Spears,http://www.last.fm/music/Britney+Spears,http://userserve-ak.last.fm/serve/252/60126439.png,24,39,pop dance female vocalists legend britney spears
284,Jordin Sparks,http://www.last.fm/music/Jordin+Sparks,http://userserve-ak.last.fm/serve/252/3143050.png,24,167,pop rnb american idol female vocalists jordin sparks
285,Kelly Clarkson,http://www.last.fm/music/Kelly+Clarkson,http://userserve-ak.last.fm/serve/252/28236733.png,24,130,pop female vocalists pop rock rock american idol
286,Christina Aguilera,http://www.last.fm/music/Christina+Aguilera,http://userserve-ak.last.fm/serve/252/47363849.png,24,130,pop female vocalists dance rnb soul
287,Ashlee Simpson,http://www.last.fm/music/Ashlee+Simpson,http://userserve-ak.last.fm/serve/252/33543587.png,24,109,pop pop rock female vocalists dance rock
288,Leona Lewis,http://www.last.fm/music/Leona+Lewis,http://userserve-ak.last.fm/serve/252/45104681.png,130,167,female vocalists rnb pop soul love
289,Beyoncé,http://www.last.fm/music/Beyonc%C3%A9,http://userserve-ak.last.fm/serve/252/61958009.png,167,24,rnb pop soul female vocalists hip-hop
290,Sugababes,http://www.last.fm/music/Sugababes,http://userserve-ak.last.fm/serve/252/12353825.jpg,24,39,pop dance rnb female vocalists british
291,David Cook,http://www.last.fm/music/David+Cook,http://userserve-ak.last.fm/serve/252/61825565.png,73,79,rock alternative male vocalists american idol alternative rock
292,Lily Allen,http://www.last.fm/music/Lily+Allen,http://userserve-ak.last.fm/serve/252/21181805.png,24,130,pop female vocalists british britpop singer-songwriter
293,Jennifer Lopez,http://www.last.fm/music/Jennifer+Lopez,http://userserve-ak.last.fm/serve/252/49596953.png,24,39,pop dance latin rnb female vocalists
294,Katy Perry,http://www.last.fm/music/Katy+Perry,http://userserve-ak.last.fm/serve/252/42128121.png,24,130,pop female vocalists pop rock rock dance
295,Alicia Keys,http://www.last.fm/music/Alicia+Keys,http://userserve-ak.last.fm/serve/252/40295231.jpg,619,167,soul rnb female vocalists pop singer-songwriter
296,P!nk,http://www.last.fm/music/P%21nk,http://userserve-ak.last.fm/serve/252/56011579.png,24,130,pop female vocalists pop rock rock dance
297,Panic at the Disco,http://www.last.fm/music/+noredirect/Panic+at+the+Disco,http://userserve-ak.last.fm/serve/252/34502133.png,73,24,rock pop alternative pop rock male vocalist
298,David Archuleta,http://www.last.fm/music/David+Archuleta,http://userserve-ak.last.fm/serve/252/57042871.png,24,778,pop american idol male vocalists love cute
299,Katharine McPhee,http://www.last.fm/music/Katharine+McPhee,http://userserve-ak.last.fm/serve/252/55177859.png,24,130,pop female vocalists rnb dance american
300,Black Eyed Peas,http://www.last.fm/music/Black+Eyed+Peas,http://userserve-ak.last.fm/serve/252/53698409.png,102,24,hip-hop pop rap rnb dance
301,Kate Voegele,http://www.last.fm/music/Kate+Voegele,http://userserve-ak.last.fm/serve/252/60041035.png,109,24,pop rock pop singer-songwriter female vocalists one tree hill
